gameDuration;firstBlood;firstTower;firstInhibitor;firstBaron;firstDragon;firstRiftHerald;t1_towerKills;t1_inhibitorKills;t1_baronKills;t1_dragonKills;t1_riftHeraldKills;t2_towerKills;t2_inhibitorKills;t2_baronKills;t2_dragonKills;t2_riftHeraldKills;winner
1532;2;1;1;0;2;0;11;3;0;0;0;1;0;0;1;0;1
1838;2;2;2;2;2;0;1;0;0;0;0;8;1;1;2;0;2
2462;1;1;1;2;2;0;6;1;0;0;0;11;2;1;4;0;2
1234;1;1;0;0;0;1;7;0;0;0;1;0;0;0;0;0;1
2260;2;1;2;1;2;1;5;0;1;1;1;8;1;0;3;0;2
1642;2;2;2;2;2;0;1;0;0;0;0;10;2;1;2;0;2
1524;1;2;1;1;2;0;8;1;1;0;0;2;0;0;2;0;1
3260;1;2;2;2;2;0;11;2;0;1;0;7;2;2;3;0;1
1587;1;1;1;0;1;0;8;1;0;2;0;3;0;0;0;0;1
1920;2;2;2;2;2;1;4;0;0;1;1;8;1;1;1;0;2
2207;2;1;2;2;1;1;5;0;0;2;1;11;3;1;0;0;2
1606;1;1;1;1;1;1;11;4;1;3;1;1;0;0;0;0;1
928;1;1;0;0;1;1;3;0;0;1;1;0;0;0;0;0;1
1669;2;1;1;0;2;0;10;2;0;1;0;0;0;0;2;0;1
1775;1;1;1;1;1;2;8;1;1;3;0;4;0;0;0;1;1
1871;2;2;1;0;2;0;7;1;0;2;0;4;0;0;1;0;1
1689;2;2;2;2;2;2;3;0;0;0;0;9;2;1;3;1;2
2128;1;1;1;0;1;0;8;1;0;2;0;4;0;0;1;0;1
1852;1;1;1;1;1;1;8;1;1;3;1;3;0;0;0;0;1
1709;2;1;1;0;2;2;7;2;0;1;0;2;0;0;1;1;1
2955;2;2;2;2;2;2;8;2;0;0;0;10;3;2;5;1;2
1623;1;1;1;1;1;1;11;3;1;3;1;0;0;0;0;0;1
1400;1;1;0;0;1;1;6;0;0;1;1;0;0;0;0;0;1
2079;1;1;2;1;2;0;1;0;1;0;0;11;2;1;2;0;2
1235;2;2;0;0;2;0;1;0;0;0;0;4;0;0;1;0;2
1591;2;2;2;2;2;1;1;0;0;0;1;11;3;1;3;0;2
1275;1;2;0;0;2;0;1;0;0;0;0;7;0;0;2;0;2
1868;2;2;2;2;1;2;2;0;0;1;0;6;1;1;2;1;2
1798;2;2;1;1;2;0;9;1;1;1;0;4;0;0;2;0;1
2084;2;1;2;2;2;0;5;0;0;1;0;11;3;1;3;0;2
1654;1;1;1;0;1;0;11;3;0;3;0;1;0;0;0;0;1
1993;1;1;1;1;1;1;10;2;1;4;1;1;0;0;0;0;1
2775;1;2;2;1;1;2;3;0;1;1;0;10;3;0;3;1;2
1462;2;1;1;0;2;1;9;1;0;1;1;1;0;0;1;0;1
1308;1;1;1;0;1;1;10;2;0;2;1;0;0;0;0;0;1
2239;2;2;1;1;1;0;10;2;1;4;0;4;0;0;0;0;1
2087;2;1;2;2;2;1;4;0;0;2;1;8;3;1;2;0;2
1487;1;1;0;0;2;1;5;0;0;0;1;1;0;0;1;0;1
2014;2;2;2;2;1;1;3;0;0;3;1;8;1;1;0;0;2
2165;1;2;1;1;1;0;11;4;1;4;0;2;0;0;0;0;1
1821;2;2;2;2;1;1;5;0;0;1;1;11;3;1;2;0;2
1521;2;2;2;0;1;0;1;0;0;1;0;7;1;0;1;0;2
1762;1;2;2;0;2;1;2;0;0;0;1;10;1;0;2;0;2
1435;2;1;1;0;1;0;11;3;0;2;0;0;0;0;0;0;1
2360;1;1;2;2;2;0;2;0;0;0;0;9;3;2;4;0;2
2147;1;2;1;2;1;2;6;1;1;3;0;5;0;1;1;1;1
943;1;1;0;0;1;0;5;0;0;1;0;0;0;0;0;0;1
1512;2;2;0;0;1;1;7;0;0;2;1;2;0;0;0;0;1
2042;2;2;2;0;1;0;4;0;0;1;0;6;1;0;1;0;2
1361;2;1;2;0;2;1;2;0;0;0;1;7;1;0;2;0;2
1434;1;2;0;0;1;1;5;0;0;2;1;2;0;0;0;0;1
2343;1;1;2;2;2;1;4;0;1;1;1;10;2;2;4;0;2
1437;2;2;2;2;2;0;2;0;0;0;0;9;2;1;2;0;2
1482;2;2;0;0;2;2;1;0;0;1;0;7;0;0;2;1;2
1910;1;2;2;2;2;2;7;1;1;0;0;7;1;1;3;1;1
1959;1;2;1;2;1;0;7;1;0;4;0;4;0;1;0;0;1
1287;2;2;0;0;2;0;0;0;0;0;0;6;0;0;3;0;2
1981;1;1;2;2;1;2;3;0;0;1;0;11;4;1;3;1;2
1868;2;2;1;1;1;0;11;2;1;2;0;2;0;0;0;0;1
1414;2;2;2;2;2;2;3;0;0;0;0;8;1;1;2;1;2
1929;1;1;1;0;1;0;11;3;0;2;0;1;0;0;0;0;1
1505;1;2;2;2;2;2;2;0;0;0;0;9;1;1;2;1;2
2030;2;2;2;2;2;2;9;2;1;2;0;8;3;1;2;1;1
1691;1;1;1;0;1;0;11;3;0;3;0;0;0;0;0;0;1
1821;2;1;2;2;2;0;5;1;0;0;0;7;1;1;3;0;2
1814;2;2;2;0;2;0;0;0;0;0;0;9;2;0;1;0;2
1941;2;2;2;0;2;0;2;0;0;0;0;11;3;0;1;0;2
2202;2;2;2;2;2;2;4;0;0;2;0;11;7;2;2;1;2
2532;2;2;1;2;1;0;8;2;0;3;0;9;1;1;2;0;2
1965;1;1;2;2;1;0;6;0;0;1;0;11;2;1;3;0;2
1920;1;2;1;1;1;0;10;2;1;4;0;2;0;0;0;0;1
1334;1;1;0;0;1;1;2;0;0;1;1;5;0;0;0;0;2
2900;1;1;1;1;1;0;11;8;1;5;0;5;0;1;1;0;1
1810;1;1;1;1;1;0;11;4;1;3;0;3;0;0;0;0;1
1291;1;1;1;0;1;1;11;3;0;1;1;0;0;0;0;0;1
1676;2;2;2;2;2;2;1;0;0;0;0;7;1;1;2;1;2
1641;2;2;1;0;1;2;8;1;0;3;0;3;0;0;0;1;1
1976;1;1;0;1;1;0;6;0;1;2;0;1;0;0;0;0;1
1579;1;1;1;1;1;0;11;3;1;3;0;3;0;0;0;0;1
1721;1;2;2;2;2;0;0;0;0;0;0;10;2;1;3;0;2
1753;2;1;2;2;2;0;2;0;0;0;0;11;5;1;3;0;2
1408;1;2;2;0;2;0;0;0;0;0;0;7;1;0;2;0;2
1538;1;2;2;0;2;1;5;0;0;0;1;10;1;0;2;0;2
1893;1;1;1;1;1;1;11;3;1;4;1;2;0;0;0;0;1
2249;2;1;2;2;2;0;5;0;0;3;0;10;1;1;1;0;2
2104;2;1;1;1;1;0;9;2;1;3;0;2;0;0;1;0;1
1837;2;1;1;1;2;0;11;4;1;3;0;1;0;0;1;0;1
2340;2;2;2;1;2;1;7;1;2;2;1;10;2;0;3;0;2
2501;2;2;2;1;1;0;11;3;1;5;0;5;1;1;0;0;1
1937;2;2;1;0;2;0;8;1;0;1;0;3;0;0;1;0;1
1662;2;2;1;0;2;1;9;2;0;2;1;2;0;0;1;0;1
2584;1;2;2;2;2;0;10;2;1;3;0;11;5;1;2;0;1
1144;2;2;2;0;2;0;1;0;0;0;0;11;3;0;1;0;2
1893;2;2;2;0;2;0;0;0;0;0;0;11;2;0;1;0;2
1541;1;2;2;2;2;2;0;0;0;0;0;11;4;1;2;1;2
2548;2;2;1;1;2;2;10;5;1;4;0;6;0;1;1;1;1
3247;2;2;2;2;2;0;9;1;1;2;0;6;2;1;4;0;1
1531;1;2;1;0;1;0;7;1;0;1;0;1;0;0;0;0;1
2303;1;2;2;0;2;0;2;0;0;0;0;10;2;0;3;0;2
1690;1;2;2;0;2;0;0;0;0;0;0;7;1;0;2;0;2
1808;2;1;1;0;1;1;9;2;0;2;1;0;0;0;0;0;1
1994;2;1;2;0;2;1;4;0;0;2;1;7;1;0;1;0;2
1938;1;2;2;2;1;0;3;0;0;2;0;8;1;1;1;0;2
1231;2;2;0;0;2;2;0;0;0;0;0;4;0;0;2;1;2
1682;2;2;1;0;2;0;10;2;0;1;0;3;0;0;2;0;1
1824;2;1;1;1;1;0;9;1;1;2;0;1;0;0;1;0;1
1538;2;1;2;0;2;1;1;0;0;0;1;9;2;0;3;0;2
1278;1;1;1;0;1;1;7;1;0;3;1;1;0;0;0;0;1
1628;2;1;2;2;2;1;2;0;0;1;1;9;2;1;2;0;2
1563;1;1;1;1;1;1;11;2;1;3;1;1;0;0;0;0;1
1790;2;2;1;0;1;2;8;2;0;2;0;3;0;0;0;1;1
2305;1;1;1;2;1;1;8;1;0;3;1;10;2;1;1;0;2
1835;2;2;2;0;2;0;3;0;0;0;0;10;2;0;3;0;2
1716;1;2;1;1;1;0;10;2;1;1;0;2;0;0;0;0;1
1669;2;1;1;1;1;0;10;2;1;3;0;2;0;0;0;0;1
2435;1;1;1;1;1;1;5;2;1;2;1;9;1;1;3;0;2
1984;2;2;1;1;2;2;7;1;1;1;0;8;2;0;2;1;1
1517;1;1;1;1;1;0;5;1;1;2;0;2;0;0;0;0;1
1873;1;2;2;2;2;1;3;0;0;0;1;7;1;1;3;0;2
1874;2;1;1;0;1;1;10;3;0;2;1;0;0;0;0;0;1
1849;1;1;1;0;1;0;9;3;0;3;0;1;0;0;0;0;1
2113;1;2;2;2;1;1;5;0;0;2;1;7;1;1;2;0;2
1602;2;2;2;2;2;2;0;0;0;0;0;11;3;1;2;1;2
1364;1;1;0;0;1;0;6;0;0;1;0;0;0;0;0;0;1
2363;1;1;1;2;1;0;10;1;1;4;0;9;2;1;1;0;2
2009;2;2;2;1;1;0;3;0;1;1;0;10;2;0;3;0;2
2924;2;1;2;2;2;0;6;2;1;3;0;10;6;1;2;0;2
2023;2;1;1;1;1;0;10;2;1;4;0;3;0;0;0;0;1
2066;2;2;2;2;2;0;2;0;0;0;0;9;2;1;2;0;2
1587;2;2;0;0;2;0;0;0;0;0;0;4;0;0;2;0;2
976;1;2;0;0;0;0;3;0;0;0;0;1;0;0;0;0;1
1895;2;2;2;1;1;0;9;1;2;3;0;4;1;0;0;0;1
1928;2;2;1;1;1;0;9;3;1;3;0;1;0;0;0;0;1
2583;1;1;2;1;2;0;9;1;2;3;0;8;1;1;2;0;1
2014;2;1;2;2;2;0;6;0;0;1;0;7;1;1;2;0;2
1805;2;2;0;0;2;0;3;0;0;1;0;4;0;0;1;0;1
1770;2;2;2;2;2;0;3;0;0;0;0;9;1;1;2;0;2
1589;1;2;1;0;1;0;7;1;0;3;0;2;0;0;0;0;1
2109;1;1;1;1;1;1;10;3;2;2;1;3;0;0;1;0;1
988;2;2;0;0;2;2;0;0;0;0;0;5;0;0;1;1;2
2030;1;1;2;2;2;0;4;0;0;0;0;8;1;1;2;0;2
2264;1;1;2;0;1;1;4;0;0;2;1;11;3;0;2;0;2
1569;1;1;1;0;1;1;11;3;0;2;1;0;0;0;0;0;1
1437;1;1;1;0;1;1;9;1;0;1;1;0;0;0;0;0;1
2419;2;2;2;1;1;0;7;0;1;1;0;10;2;0;2;0;2
2638;2;2;2;1;1;2;7;1;2;2;0;10;4;1;2;1;2
2129;2;2;1;1;2;2;8;1;1;1;0;6;0;0;2;1;1
1971;2;1;2;2;1;0;2;0;0;1;0;11;3;1;2;0;2
1668;2;2;1;1;1;0;9;1;1;2;0;2;0;0;1;0;1
2028;2;1;2;2;1;1;6;0;0;3;1;10;2;1;1;0;2
2782;1;1;1;2;1;1;10;4;0;4;1;7;2;2;1;0;2
1244;1;1;1;0;1;0;9;2;0;2;0;0;0;0;0;0;1
2120;1;1;1;1;2;0;10;2;1;0;0;2;0;0;2;0;1
1557;2;2;2;2;2;2;0;0;0;0;0;7;1;1;2;1;2
1851;2;1;1;0;1;0;8;1;0;1;0;2;0;0;3;0;1
2058;1;1;1;2;1;1;9;1;0;1;1;10;2;2;0;0;2
1979;2;2;2;2;2;0;2;0;0;1;0;11;3;1;3;0;2
1396;2;2;0;0;2;0;0;0;0;0;0;6;0;0;2;0;2
2116;2;1;1;1;1;1;10;2;1;4;1;1;0;0;0;0;1
1462;2;1;0;0;1;0;5;0;0;2;0;1;0;0;0;0;1
2987;2;2;2;1;2;2;5;0;2;2;0;9;4;0;2;1;2
1319;2;2;2;2;2;2;0;0;0;0;0;11;3;1;3;1;2
1769;2;1;0;0;1;0;6;0;0;1;0;0;0;0;0;0;1
2212;1;2;2;2;1;0;4;0;0;2;0;6;1;1;1;0;2
2100;2;2;2;0;2;0;5;0;0;1;0;8;1;0;2;0;2
1316;2;2;2;0;2;2;3;0;0;0;0;7;1;0;2;1;2
1159;1;1;1;0;0;1;11;3;0;0;1;0;0;0;0;0;1
1534;2;2;2;0;2;0;0;0;0;0;0;10;2;0;2;0;2
1985;2;1;1;2;2;1;5;1;0;0;1;8;1;2;3;0;2
1869;1;1;1;1;1;0;10;2;1;1;0;1;0;0;1;0;1
1213;2;1;0;0;1;0;7;0;0;1;0;1;0;0;0;0;1
2178;1;2;2;1;1;0;2;0;1;3;0;10;2;0;1;0;2
1846;1;1;1;1;1;2;9;1;1;3;0;5;0;0;0;1;1
2620;1;2;1;1;1;2;11;3;2;1;0;5;0;0;3;1;1
1680;2;1;1;0;2;2;11;3;0;1;0;4;0;0;1;1;1
2433;1;1;1;2;1;0;10;2;0;3;0;9;2;2;1;0;2
1634;2;2;2;2;2;2;0;0;0;1;0;10;2;1;1;1;2
2348;1;2;1;1;1;0;11;4;1;3;0;3;0;0;0;0;1
1558;1;2;2;2;1;1;0;0;0;1;1;9;2;1;2;0;2
1847;1;2;1;0;1;0;11;3;0;2;0;4;0;0;1;0;1
1902;1;2;1;1;1;1;9;1;1;1;1;5;0;0;2;0;1
3306;1;1;1;1;1;0;10;2;1;3;0;7;1;1;3;0;1
1298;2;2;2;2;1;0;0;0;0;1;0;11;3;1;0;0;2
1546;1;1;1;1;2;1;9;1;1;2;1;0;0;0;1;0;1
2930;1;1;2;1;1;0;5;0;1;1;0;11;4;1;2;0;2
2686;2;1;1;2;2;0;10;2;1;0;0;8;0;1;5;0;1
994;2;1;0;0;1;1;3;0;0;1;1;1;0;0;0;0;1
1556;2;1;1;1;1;1;9;3;1;2;1;1;0;0;0;0;1
1304;1;1;1;0;1;1;10;2;0;1;1;0;0;0;0;0;1
1011;1;2;0;0;2;0;0;0;0;0;0;6;0;0;1;0;2
2332;2;1;1;2;2;1;7;1;1;1;1;6;0;1;3;0;1
2807;1;2;2;1;2;0;5;0;2;0;0;11;3;1;5;0;2
2132;1;1;2;2;2;0;2;0;0;1;0;9;2;1;3;0;2
2756;2;2;1;1;2;0;9;2;3;2;0;6;0;0;2;0;1
1876;1;1;1;1;1;0;10;2;1;3;0;1;0;0;0;0;1
2110;1;2;1;0;1;1;10;3;0;2;1;4;0;0;2;0;1
1897;2;1;2;0;2;1;3;0;0;0;1;10;2;0;2;0;2
1725;1;1;1;1;1;1;10;1;1;1;1;2;0;0;2;0;1
2279;1;1;1;0;2;0;9;1;0;3;0;3;0;0;1;0;1
1515;1;2;1;1;1;1;10;2;1;2;1;1;0;0;0;0;1
1156;1;1;0;0;1;1;6;0;0;2;1;1;0;0;0;0;1
2564;2;2;2;2;2;2;8;1;1;1;0;9;1;1;2;1;1
2511;2;2;1;2;1;1;9;1;0;5;1;6;0;2;1;0;1
2412;2;1;2;2;1;1;6;0;0;3;1;8;2;2;2;0;2
1858;1;1;1;1;1;1;11;4;1;1;1;0;0;0;1;0;1
1263;2;2;0;0;2;0;0;0;0;0;0;4;0;0;1;0;2
2310;2;2;1;2;1;0;9;2;0;4;0;4;0;1;1;0;1
2093;1;1;2;1;2;1;5;0;1;2;1;10;2;1;2;0;2
1823;1;2;1;1;1;1;11;3;1;2;1;4;0;0;0;0;1
1642;1;1;2;2;1;1;5;0;0;1;1;8;1;1;2;0;2
1695;2;2;2;0;2;2;1;0;0;0;0;11;3;0;2;1;2
1998;2;2;2;0;2;0;3;0;0;1;0;8;1;0;2;0;2
1712;1;1;1;1;1;1;11;4;1;3;1;1;0;0;0;0;1
1571;1;1;1;0;0;2;9;3;0;0;0;1;0;0;0;1;1
1659;2;2;2;2;2;2;0;0;0;0;0;11;3;1;2;1;2
2124;1;2;1;1;2;0;5;1;1;1;0;10;2;1;2;0;2
1868;1;1;0;0;2;0;2;0;0;0;0;2;0;0;3;0;1
1934;2;2;1;2;2;0;8;1;0;0;0;7;1;1;3;0;2
1387;1;2;0;0;2;0;1;0;0;0;0;5;0;0;2;0;2
1454;1;1;1;1;1;1;9;2;1;2;1;0;0;0;0;0;1
924;2;2;2;0;0;0;0;0;0;0;0;6;1;0;0;0;2
2198;2;2;1;1;2;2;9;2;1;1;0;7;0;0;3;1;1
1515;1;1;1;0;1;0;11;3;0;1;0;1;0;0;0;0;1
2149;1;2;2;2;2;0;0;0;0;1;0;11;4;1;2;0;2
2002;1;1;2;2;2;0;5;0;0;1;0;9;2;1;3;0;2
2745;1;1;1;2;1;0;6;1;0;3;0;11;3;2;1;0;2
2306;2;1;2;2;2;1;6;1;0;0;1;9;2;1;3;0;2
1221;1;1;1;0;2;1;11;3;0;0;1;0;0;0;2;0;1
1148;1;1;1;0;1;1;9;2;0;1;1;0;0;0;0;0;1
1559;2;2;0;0;2;2;5;0;0;1;0;2;0;0;1;1;1
1703;2;2;2;2;1;2;0;0;0;1;0;11;3;1;1;1;2
1738;2;1;2;0;2;0;1;0;0;0;0;8;1;0;2;0;2
2328;1;1;2;2;2;0;4;0;0;0;0;11;4;2;4;0;2
1894;1;1;1;1;1;2;11;3;1;3;0;1;0;0;0;1;1
2471;1;2;2;1;1;0;9;1;2;3;0;8;2;1;1;0;1
1578;2;1;1;0;1;2;6;1;0;2;0;1;0;0;0;1;1
1393;2;2;2;0;1;0;0;0;0;1;0;11;3;0;1;0;2
2229;1;2;1;1;2;0;9;1;1;2;0;3;0;0;3;0;1
2700;1;2;1;1;2;2;8;2;1;1;0;9;2;2;3;1;2
1776;1;1;1;0;1;0;9;2;0;1;0;2;0;0;0;0;1
1672;1;2;1;0;1;0;6;1;0;1;0;2;0;0;0;0;1
1419;1;1;1;0;2;1;9;2;0;1;1;3;0;0;1;0;1
2124;1;2;2;2;1;0;3;0;0;1;0;9;1;1;2;0;2
2270;2;2;2;0;2;0;6;1;0;2;0;7;1;0;2;0;2
1084;1;1;1;0;1;1;11;3;0;1;1;0;0;0;0;0;1
2209;2;1;1;2;2;2;8;2;0;3;0;7;1;1;1;1;1
939;2;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2
1389;2;2;0;0;2;2;0;0;0;0;0;6;0;0;2;1;2
2240;2;2;2;2;2;0;4;0;0;0;0;8;1;1;2;0;2
1474;1;1;1;0;1;0;11;3;0;1;0;2;0;0;0;0;1
1566;2;2;2;0;2;2;1;0;0;0;0;10;2;0;3;1;2
933;2;2;0;0;0;0;0;0;0;0;0;3;0;0;0;0;2
1846;1;2;1;1;1;2;10;2;1;3;0;3;0;0;0;1;1
2292;2;1;2;0;1;0;2;0;0;1;0;7;2;0;3;0;2
1988;2;2;2;2;2;0;3;0;0;0;0;10;2;2;4;0;2
2088;1;1;2;2;1;0;3;0;0;1;0;8;1;1;2;0;2
1132;1;1;0;0;0;1;5;0;0;0;1;0;0;0;0;0;1
2055;1;1;2;0;2;0;6;0;0;2;0;10;2;0;2;0;2
1534;2;1;1;1;2;0;6;1;1;1;0;3;0;0;1;0;1
1993;2;1;1;1;1;0;10;2;1;3;0;2;0;0;0;0;1
2098;2;2;1;1;2;2;6;1;1;0;0;6;0;0;3;1;1
1605;1;1;1;1;2;1;8;1;1;1;1;2;0;0;1;0;1
2046;1;1;1;1;1;2;10;1;1;3;0;3;0;0;0;1;1
2262;1;2;2;2;1;0;4;0;0;1;0;10;2;2;3;0;2
1791;1;1;1;0;1;0;10;2;0;1;0;0;0;0;0;0;1
2106;2;1;1;1;1;0;9;1;1;2;0;4;0;0;1;0;1
2292;1;2;2;0;1;0;4;0;0;1;0;11;3;0;3;0;2
1325;2;2;2;0;2;0;0;0;0;0;0;9;2;0;2;0;2
1014;1;1;0;0;0;1;2;0;0;0;1;0;0;0;0;0;1
2559;2;2;2;2;2;2;4;0;0;1;0;9;2;1;4;1;2
1756;1;1;2;2;1;1;6;0;0;2;1;9;2;1;1;0;2
2063;2;1;1;2;2;0;7;1;0;1;0;9;2;1;3;0;2
1297;1;1;1;1;2;2;9;1;1;1;0;1;0;0;1;1;1
2638;2;1;2;2;2;0;8;1;0;0;0;9;2;1;4;0;2
1969;1;1;2;2;1;2;7;1;0;2;0;8;2;2;0;1;1
2093;1;2;1;1;1;2;9;1;1;3;0;4;0;0;1;1;1
1988;2;2;2;0;2;0;1;0;0;0;0;10;3;0;3;0;2
2235;2;2;2;2;2;0;0;0;0;1;0;10;3;1;3;0;2
2199;1;2;2;2;2;2;1;0;1;1;0;11;3;1;4;1;2
1589;2;2;2;2;2;0;0;0;0;0;0;11;1;1;1;0;2
1724;2;2;2;0;2;0;2;0;0;0;0;11;3;0;3;0;2
1533;1;1;1;1;2;0;9;2;1;1;0;2;0;0;1;0;1
2419;2;1;2;1;1;1;5;0;1;1;1;11;3;0;3;0;2
1486;2;1;1;0;1;1;10;2;0;2;1;1;0;0;0;0;1
2050;1;1;1;0;1;0;10;2;0;3;0;0;0;0;0;0;1
1821;2;2;2;2;2;1;4;0;0;1;1;10;1;1;3;0;2
1579;1;1;2;1;1;0;6;1;1;1;0;4;1;0;1;0;1
2376;2;1;2;2;1;1;6;0;1;3;1;8;1;1;0;0;2
1599;1;1;1;1;1;2;8;1;1;2;0;2;0;0;0;1;1
1431;2;1;2;2;1;2;2;0;0;1;0;11;1;1;1;1;2
2544;2;2;2;1;2;2;8;1;1;2;0;7;2;0;3;1;1
1580;1;2;2;0;2;2;1;0;0;0;0;6;1;0;2;1;2
1282;1;1;0;0;1;0;5;0;0;2;0;1;0;0;0;0;1
2408;1;2;2;2;2;0;9;2;0;4;0;5;1;1;1;0;1
1887;2;2;2;2;2;0;4;0;0;0;0;8;2;1;3;0;2
2045;2;2;1;2;1;0;4;1;0;1;0;10;2;1;1;0;2
1568;1;2;0;0;1;1;3;0;0;1;1;6;0;0;1;0;2
1936;1;1;1;1;1;0;10;2;1;2;0;1;0;0;1;0;1
1420;2;1;0;0;1;2;2;0;0;2;0;4;0;0;0;1;2
1865;1;2;2;2;2;1;2;0;0;1;1;10;2;1;2;0;2
2234;1;1;1;2;1;0;9;1;0;3;0;2;0;2;1;0;1
2027;1;1;1;0;2;0;8;1;0;1;0;1;0;0;3;0;1
1875;2;2;2;0;1;0;2;0;0;1;0;10;2;0;2;0;2
1227;1;2;2;0;2;2;0;0;0;0;0;10;2;0;1;1;2
2225;1;1;1;1;2;2;10;3;1;1;0;5;1;0;4;1;1
1614;1;1;1;0;1;1;10;2;0;3;1;1;0;0;0;0;1
1595;2;1;1;0;2;2;9;3;0;0;0;1;0;0;3;1;1
2050;2;2;1;1;1;1;10;2;1;1;1;4;0;0;2;0;1
1926;1;1;1;1;1;1;6;1;1;4;1;6;1;1;0;0;2
2311;2;1;2;2;1;1;5;0;0;2;1;8;2;2;2;0;2
1588;1;2;2;0;2;0;3;0;0;0;0;7;1;0;3;0;2
2294;2;1;1;1;1;0;11;4;1;1;0;6;1;0;2;0;1
1847;1;1;1;2;1;1;10;1;0;2;1;0;0;1;1;0;1
1327;2;1;1;0;1;0;7;1;0;2;0;2;0;0;0;0;1
2622;1;2;2;1;2;0;4;0;1;1;0;9;1;1;4;0;2
2674;2;2;2;2;2;2;3;0;0;1;0;11;3;2;4;1;2
1934;2;1;1;1;2;1;11;3;1;1;1;3;0;0;2;0;1
1804;2;1;1;1;1;1;10;2;1;2;1;4;0;0;1;0;1
2339;1;1;1;1;2;1;8;2;1;1;1;3;0;0;3;0;1
1800;1;2;2;2;2;1;3;0;0;1;1;9;3;1;2;0;2
1483;1;2;2;0;2;2;0;0;0;0;0;11;3;0;2;1;2
1872;1;2;1;2;1;2;10;2;1;1;0;8;0;1;0;1;1
1917;2;2;1;1;1;1;11;2;1;3;1;2;0;0;0;0;1
1583;1;2;2;0;2;2;1;0;0;0;0;9;2;0;2;1;2
1822;1;1;1;2;1;1;11;3;0;3;1;3;0;1;0;0;1
1799;1;1;1;1;2;1;10;2;1;2;1;0;0;0;1;0;1
2823;1;1;1;2;2;1;11;2;1;3;1;6;0;1;2;0;1
1659;2;1;1;1;1;1;11;3;1;2;1;0;0;0;0;0;1
1720;1;1;1;1;1;0;9;2;1;2;0;5;0;0;0;0;1
2308;1;1;1;0;1;0;9;1;0;3;0;0;0;0;0;0;1
1287;1;1;1;0;1;0;6;1;0;1;0;0;0;0;0;0;1
2197;1;1;2;2;1;0;4;0;0;2;0;8;1;1;0;0;2
1939;1;1;1;1;1;2;10;1;1;3;0;6;0;0;0;1;1
1752;2;1;0;1;1;0;8;0;1;2;0;3;0;0;1;0;1
2696;1;2;2;2;2;2;4;0;0;3;0;9;1;1;2;1;2
1602;1;2;2;2;2;0;0;0;0;0;0;11;3;1;3;0;2
2568;2;2;1;2;2;0;5;2;1;1;0;9;3;2;3;0;2
1624;1;1;1;0;1;0;11;2;0;2;0;0;0;0;0;0;1
1323;1;1;0;0;1;0;4;0;0;1;0;2;0;0;0;0;1
1213;2;2;2;0;0;2;0;0;0;0;0;11;3;0;0;1;2
1224;1;1;2;0;2;2;1;0;0;0;0;8;1;0;1;1;2
1471;1;1;1;1;2;1;10;2;1;0;1;0;0;0;1;0;1
1518;1;1;1;1;2;1;11;3;1;1;1;0;0;0;1;0;1
1699;2;2;2;2;2;2;0;0;0;0;0;10;1;1;4;1;2
1635;2;1;1;1;2;1;10;1;1;0;1;2;0;0;2;0;1
2264;1;1;1;2;1;1;11;4;0;4;1;2;0;1;1;0;1
997;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
1803;1;1;1;1;1;0;11;3;1;3;0;0;0;0;0;0;1
2009;1;2;2;2;1;2;3;0;0;2;0;10;2;1;1;1;2
2505;2;2;2;1;2;2;8;1;2;1;0;8;1;0;4;1;1
1558;2;2;2;2;2;0;1;0;0;0;0;8;2;1;3;0;2
1762;1;1;1;1;2;2;10;3;2;1;0;4;0;0;2;1;1
2246;2;2;1;1;1;0;11;4;2;5;0;1;0;0;0;0;1
1769;2;1;2;2;2;0;2;0;0;0;0;10;2;1;3;0;2
1653;2;1;1;0;1;0;10;2;0;3;0;1;0;0;0;0;1
2053;1;1;1;1;2;0;11;2;1;2;0;1;0;0;2;0;1
1732;2;2;2;2;1;1;3;0;0;2;1;9;2;1;1;0;2
2278;2;2;2;2;2;0;3;0;0;0;0;11;3;1;4;0;2
1909;2;2;2;2;2;0;2;0;0;0;0;10;2;1;3;0;2
1390;1;2;2;0;2;0;1;0;0;0;0;8;1;0;2;0;2
2013;2;2;2;2;1;1;3;0;0;2;1;11;3;1;2;0;2
1804;2;2;2;2;1;2;0;0;0;1;0;11;4;1;2;1;2
1824;1;2;2;1;1;2;5;0;1;3;0;9;1;0;0;1;2
1989;2;2;2;2;2;2;2;0;0;0;0;8;2;1;3;1;2
1968;1;2;2;2;1;2;4;0;0;2;0;7;1;1;1;1;2
1183;2;1;0;0;1;0;3;0;0;1;0;0;0;0;0;0;1
2157;1;2;2;2;2;1;4;0;0;0;1;10;2;1;4;0;2
914;2;2;0;0;2;2;0;0;0;0;0;4;0;0;1;1;2
1786;2;1;2;0;2;0;2;0;0;0;0;8;1;0;1;0;2
1814;2;1;2;1;2;0;8;1;1;1;0;4;1;0;1;0;1
1597;1;1;1;1;1;1;11;4;1;1;1;0;0;0;0;0;1
1265;1;2;2;0;2;2;1;0;0;0;0;10;1;0;1;1;2
2418;2;2;2;1;1;0;10;2;1;3;0;4;1;0;1;0;1
1749;1;2;2;2;1;0;1;0;0;1;0;10;2;1;2;0;2
